COVID-19 Vaccinations in the United States
Date generated: Tue Jan 18 2022 13:47:08 GMT-0500 (Eastern Standard Time)
'Other' includes doses of vaccine administered or delivered that are not from Pfizer-BioNTech Moderna or J&J.

State/Territory/Federal Entity,Total Doses Delivered,Doses Delivered per 100K,18+ Doses Delivered per 100K,Total Doses Administered by State where Administered,Doses Administered per 100k by State where Administered,18+ Doses Administered by State where Administered,18+ Doses Administered per 100K by State where Administered,People with at least One Dose by State of Residence,Percent of Total Pop with at least One Dose by State of Residence,People 18+ with at least One Dose by State of Residence,Percent of 18+ Pop with at least One Dose by State of Residence,People Fully Vaccinated by State of Residence,Percent of Total Pop Fully Vaccinated by State of Residence,People 18+ Fully Vaccinated by State of Residence,Percent of 18+ Pop Fully Vaccinated by State of Residence,Total Number of Pfizer doses delivered,Total Number of Moderna doses delivered,Total Number of Janssen doses delivered,Total Number of doses from Other manufacturer delivered,Total Number of Janssen doses administered,Total Number of Moderna doses administered,Total Number of Pfizer doses adminstered,Total Number of doses from Other manufacturer administered,People Fully Vaccinated Moderna Resident,People Fully Vaccinated Pfizer Resident,People Fully Vaccinated Janssen Resident,People Fully Vaccinated Other 2-dose manufacturer Resident,People 18+ Fully Vaccinated Moderna Resident,People 18+ Fully Vaccinated Pfizer Resident,People 18+ Fully Vaccinated Janssen Resident,People 18+ Fully Vaccinated Other 2-dose manufacturer Resident,People with 2 Doses by State of Residence,Percent of Total Pop with 1+ Doses by State of Residence,People 18+ with 1+ Doses by State of Residence,Percent of 18+ Pop with 1+ Doses by State of Residence,Percent of Total Pop with 2 Doses by State of Residence,People 18+ with 2 Doses by State of Residence,Percent of 18+ Pop with 2 Doses by State of Residence,People with 1+ Doses by State of Residence,People 65+ with at least One Dose by State of Residence,Percent of 65+ Pop with at least One Dose by State of Residence,People 65+ Fully Vaccinated by State of Residence,Percent of 65+ Pop Fully Vaccinated by State of Residence,People 65+ Fully Vaccinated_Moderna_Resident,People 65+ Fully Vaccinated_Pfizer_Resident,People 65+ Fully Vaccinated_Janssen_Resident,People 65+ Fully Vaccinated_Other 2-dose Manuf_Resident,65+ Doses Administered by State where Administered,Doses Administered per 100k of 65+ pop by State where Administered,Doses Delivered per 100k of 65+ pop,People 12+ with at least One Dose by State of Residence,Percent of 12+ Pop with at least One Dose by State of Residence,People 12+ Fully Vaccinated by State of Residence,Percent of 12+ Pop Fully Vaccinated by State of Residence,People 12+ Fully Vaccinated_Moderna_Resident,People 12+ Fully Vaccinated_Pfizer_Resident,People 12+ Fully Vaccinated_Janssen_Resident,People 12+ Fully Vaccinated_Other 2-dose Manuf_Resident,12+ Doses Administered by State where Administered,Doses Administered per 100k of 12+ pop by State where Administered,Doses Delivered per 100k of 12+ pop,People 5+ with at least One Dose by State of Residence,Percent of 5+ Pop with at least One Dose by State of Residence,People 5+ Fully Vaccinated by State of Residence,Percent of 5+ Pop Fully Vaccinated by State of Residence,People 5+ Fully Vaccinated_Moderna_Resident,People 5+ Fully Vaccinated_Pfizer_Resident,People 5+ Fully Vaccinated_Janssen_Resident,People 5+ Fully Vaccinated_Other 2-dose Manuf_Resident,5+ Doses Administered by State where Administered,Doses Administered per 100k of 5+ pop  by State where Administered,Doses Delivered per 100k of 5+ pop,People who have received a booster dose,Percent of fully vaccinated people with booster doses,People 18+ who have received a booster dose,Percent of fully vaccinated people 18+ with booster doses,People 50+ who have received a booster dose,Percent of fully vaccinated people 50+ with booster doses,People 65+ who have received a booster dose,Percent of fully vaccinated people 65+ with booster doses,People with Moderna booster dose,People with Pfizer booster dose,People with Janssen booster dose,People with booster dose of an Other manufacturer,Total Count People w/Booster Primary Pfizer Minus TX,Total Count People w/Booster Primary Moderna Minus TX,Total Count People w/Booster Primary J&J Minus TX,Total Count People w/Booster Primary Other Minus TX,Total Count People w/Booster Booster Pfizer Minus TX,Total Count People w/Booster Booster Moderna Minus TX,Total Count People w/Booster Booster J&J Minus TX,Total Count People w/Booster Booster Other Minus TX,Count People Primary Pfizer Booster Pfizer,Count People Primary Pfizer Booster Moderna,Count People Primary Pfizer Booster J&J,Count People Primary Pfizer Booster Uknown,Count People Primary Moderna Booster Pfizer,Count People Primary Moderna Booster Moderna,Count People Primary Moderna Booster J&J,Count People Primary Moderna Booster Uknown,Count People Primary J&J Booster Pfizer,Count People Primary J&J Booster Moderna,Count People Primary J&J Booster J&J,Count People Primary J&J Booster Other,Count People Primary Other Booster Pfizer,Count People Primary Other Booster Moderna,Count People Primary Other Booster J&J,Count People Primary Other Booster Other,Percent People Primary Pfizer Booster Pfizer,Percent People Primary Pfizer Booster Moderna,Percent People Primary Pfizer Booster J&J,Percent People Primary Pfizer Booster Other,Percent People Primary Moderna Booster Pfizer,Percent People Primary Moderna Booster Moderna,Percent People Primary Moderna Booster J&J,Percent People Primary Moderna Booster Other,Percent People Primary J&J Booster Pfizer,Percent People Primary J&J Booster Moderna,Percent People Primary J&J Booster J&J,Percent People Primary J&J Booster Other,Percent People Primary Other Booster Pfizer,Percent People Primary Other Booster Moderna,Percent People Primary Other Booster J&J,Percent People Primary Other Booster Uknown
Oklahoma,6641110,167833,221022,5482776,138560,5076417,168947,2674934,67.6,2451571,81.6,2145072,54.2,1972815,65.7,3604250,2715960,320900,0,146654,2229014,3105894,1214,822481,1186305,136079,207,822200,1014453,135983,179,N/A,67.6,N/A,81.6,51.5,1864778,62.1,2674934,663631,95,538303,84.8,273094,244791,20372,46,1508574,237521,1045630,2614900,78.6,2106869,63.4,822459,1148142,136062,206,5384045,161915,199719,2674686,72.3,2145025,58,822463,1186290,136065,207,5482491,148118,179420,713098,33.2,704605,35.7,509279,48.1,315371,58.6,331068,372188,9813,29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oregon,9038945,214308,269725,7054818,167265,6459371,192749,3164020,75,2852777,85.1,2832873,67.2,2573663,76.8,5177925,3405320,455700,0,264944,2646163,4130999,12712,980363,1607350,240885,4275,977468,1352054,240055,4086,N/A,75,N/A,85.1,63.2,2405978,71.8,3164020,743417,95,685512,89.5,309655,322579,52084,1194,1864943,243440,1179900,3051787,83.7,2752169,75.4,980359,1526660,240882,4268,6860127,188064,247794,3163869,79.3,2832865,71,980362,1607344,240884,4275,7054664,176812,226544,1244647,43.9,1223194,47.5,784073,60.1,478386,69.8,544392,680455,19425,375,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Pennsylvania,27157655,212136,267106,20883278,163125,19239082,189224,10291776,80.4,9406212,92.5,8303444,64.9,7612010,74.9,15450495,10219960,1487200,0,701010,8128601,12052316,1351,3020975,4585145,696702,622,3018731,3896527,696177,575,N/A,80.4,N/A,92.5,59.6,6940415,68.3,10291776,2645078,95,2187231,91.4,1028634,1069973,88345,279,6025607,251763,1134710,9985255,90.1,8088977,73,3020786,4370948,696622,621,20354175,183677,245071,10290099,85,8302954,68.6,3020858,4584824,696650,622,20881159,172514,224368,2967172,35.7,2916463,38.3,2094102,48.9,1272480,58.2,1326753,1630561,9813,45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Puerto Rico,6869670,215101,262105,6133897,192063,5528373,210929,2888769,90.5,2556879,95,2487400,77.9,2224973,84.9,4218330,2438740,212600,0,147023,2400257,3586065,552,926901,1422785,137604,110,926473,1161001,137429,70,N/A,90.5,N/A,95,74.9,2129786,81.3,2888769,682542,95,587197,86.4,290300,273489,23392,16,1557235,229121,1010760,2771091,95,2412595,84.7,926832,1348102,137553,108,5940474,208563,241186,2887961,93.9,2487201,80.9,926846,1422684,137561,110,6132926,199366,223316,840720,33.8,831647,37.4,543686,47,298681,50.9,356342,476518,7851,9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rhode Island,2402065,226747,280987,2030608,191682,1857327,217265,972598,91.8,873597,95,824260,77.8,742345,86.8,1412525,902540,87000,0,63259,778688,1187234,1427,283037,482825,58051,347,282922,401054,58024,345,N/A,91.8,N/A,95,74.8,710137,83.1,972598,210962,95,183775,95,82746,94271,6632,126,517036,276422,1284210,935077,95,796424,85.9,283028,455000,58050,346,1974516,212888,258985,972514,95,824252,82,283033,482823,58050,346,2030516,202074,239050,396485,48.1,389037,52.4,252176,65,136333,74.2,173751,218347,4364,23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Republic of Palau,39490,183401,238135,39696,184358,35852,216197,18849,87.5,16874,95,16848,78.2,14970,90.3,8490,27200,3800,0,2338,31403,5941,14,12134,2364,2343,7,12134,486,2343,7,N/A,87.5,N/A,95,70,13198,79.6,18849,1801,90.4,1739,87.3,1490,22,227,0,4365,219127,1982430,18227,95,16267,87.2,12134,1783,2343,7,38496,206468,211799,18848,92.5,16847,82.7,12134,2363,2343,7,39694,194836,193835,6645,39.4,6645,44.4,3112,54.2,1112,63.9,6634,11,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South Carolina,9383045,182241,232396,6950210,134989,6484543,160607,3300450,64.1,3040672,75.3,2773194,53.9,2573231,63.7,5141825,3801820,439400,0,221498,2730073,3996568,2071,1009339,1564798,198703,354,1007259,1367518,198102,352,N/A,64.1,N/A,75.3,51,2428355,60.1,3300450,933736,95,800755,85.5,342426,427383,30741,205,2188457,233554,1001370,3224598,73,2726595,61.7,1009213,1518369,198659,354,6830354,154534,212287,3299245,67.9,2772657,57.1,1009264,1564378,198661,354,6948443,143082,193216,978099,35.3,966832,37.6,733249,48.5,465990,58.2,421446,536723,19466,464,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South Dakota,1665975,188318,249563,1299310,146871,1188904,178097,640695,72.4,578701,86.7,512996,58,467489,70,912295,666380,87300,0,39354,512459,747364,133,190825,284780,37358,33,190756,239372,37328,33,N/A,72.4,N/A,86.7,54.7,438187,65.6,640695,171359,95,139535,91.9,69463,65147,4905,20,380680,250660,1096970,619752,84,498874,67.6,190823,270665,37353,33,1263875,171233,225711,640652,77.8,512987,62.3,190823,284777,37354,33,1299264,157775,202306,189947,37,187830,40.2,136582,52.1,84679,60.7,87595,100050,2294,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tennessee,11596930,169815,218023,9173304,134325,8599751,161676,4068909,59.6,3762104,70.7,3548596,52,3306866,62.2,6762350,4337880,496700,0,252003,3524249,5349162,47890,1277116,2036002,224773,10705,1276532,1795275,224489,10570,N/A,59.6,N/A,70.7,49.6,3145585,59.1,4068909,1036304,90.6,949064,83,471423,436687,35295,5659,2708533,236886,1014260,3981470,68.2,3489500,59.8,1277073,1977039,224723,10665,9024855,154653,198728,4068293,63.4,3548469,55.3,1277099,2035932,224735,10703,9172548,142862,180622,1370808,38.6,1355982,41,977698,52.6,596701,62.9,586551,763078,18679,2500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Texas,55500215,191407,256992,42049180,145018,37746300,174783,19774907,68.2,17435458,80.7,16760872,57.8,15047499,69.7,33107395,19821320,2571500,0,1473476,15705236,24866683,3785,5917539,9557082,1285549,702,5913032,7849928,1283884,655,N/A,68.2,N/A,80.7,54.4,14067129,65.1,19774907,3552250,95,3163250,84.7,1508575,1479877,174534,264,8700141,232984,1486260,19087024,79.2,16370499,67.9,5916849,9167811,1285158,681,40919861,169784,230281,19770056,73.2,16759642,62.1,5917031,9556617,1285292,702,42043150,155687,205518,5372399,32.1,5280299,35.1,3357006,47.7,1804408,57,2418856,2869156,84231,156,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Utah,5669580,176845,249237,4671209,145704,4117003,180985,2192736,68.4,1891216,83.1,1915353,59.7,1676801,73.7,3479120,1955460,235000,0,173251,1661197,2836461,300,637766,1115965,161610,12,637316,878061,161412,12,N/A,68.4,N/A,83.1,56.1,1561098,68.6,2192736,368249,95,331860,90.7,142447,172926,16485,2,918510,251047,1549610,2091669,80.7,1850455,71.4,637708,1051167,161568,12,4504308,173760,218712,2192284,74.1,1915258,64.7,637744,1115921,161581,12,4670676,157892,191659,652317,34.1,643532,38.4,379784,54.5,214812,64.7,261326,382019,8970,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Virginia,17801875,208562,266708,15002339,175764,13535401,202788,6874002,80.5,6113794,91.6,5878541,68.9,5248087,78.6,10828475,6209600,763800,0,481279,5385176,9127707,8177,1948711,3494694,432020,3116,1942998,2872585,429716,2788,N/A,80.5,N/A,91.6,65.6,4971431,74.5,6874002,1412968,95,1225562,90.2,571828,581077,71733,924,3460819,254677,1310020,6593853,90.2,5672560,77.6,1948492,3289881,431177,3010,14506938,198536,243629,6872395,85.6,5878090,73.2,1948576,3494475,431925,3114,15000354,186803,221691,2432223,41.4,2377807,45.3,1520465,57.8,840950,68.6,1050297,1343130,38422,374,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Veterans Health,7676520,N/A,N/A,7069038,N/A,7065667,N/A,3366153,N/A,3364216,N/A,2917981,N/A,2916555,N/A,3322140,3729580,624800,0,250958,3639012,3178785,283,1430808,1255598,231563,12,1430747,1254274,231522,12,N/A,N/A,N/A,N/A,0,2725892,0,3366153,1653126,0,1489436,0,813727,599531,76177,1,3747105,0,0,3366034,0,2917907,0,1430786,1255553,231556,12,7068846,0,0,3366049,0,2917911,0,1430786,1255556,231557,12,7068865,0,0,1004582,34.4,1004543,34.4,921919,40.1,674975,45.3,527902,458225,18455,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Virgin Islands,139560,131301,171225,134183,126242,126468,155162,64635,60.8,60358,74.1,54425,51.2,51127,62.7,100320,36740,2500,0,2149,40021,92013,0,15207,37263,1950,5,15179,34000,1943,5,N/A,60.8,N/A,74.1,49.5,49373,60.6,64635,17468,85.3,14995,73.2,5941,8516,534,4,38029,185707,681512,63660,71.2,53847,60.2,15199,36696,1947,5,132650,148337,156064,64574,64.8,54400,54.6,15200,37248,1947,5,134097,134603,140087,14094,25.9,13941,27.3,10815,34.9,6226,41.5,4900,9069,123,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vermont,1488980,238623,291966,1295385,207597,1171637,229740,566525,90.8,504500,95,489869,78.5,436545,85.6,834980,583900,70100,0,51843,508800,733862,880,174046,269140,46418,265,173983,215975,46339,248,N/A,90.8,N/A,95,74.4,410808,80.6,566525,140955,95,125104,95,60409,61935,2605,155,369311,295357,1190810,540148,95,468294,85,174029,247599,46401,265,1246958,226329,270257,566383,95,489858,82.3,174045,269135,46413,265,1295252,217709,250271,264596,54,256383,58.7,169385,68.7,95528,76.4,116179,144337,4064,16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Washington,15901665,208823,267173,13039839,171241,11877317,199557,5852025,76.8,5249288,88.2,5236747,68.8,4726431,79.4,9447245,5722720,731700,0,466464,4920143,7643435,9797,1831324,2966318,435821,3284,1830518,2457232,435477,3204,N/A,76.8,N/A,88.2,64.8,4422174,74.3,5852025,1211343,95,1111683,91.9,506447,545808,57847,1581,3085041,255020,1314490,5637106,86.7,5076642,78.1,1831243,2806339,435783,3277,12663859,194801,244606,5851234,81.7,5236623,73.2,1831300,2966245,435795,3283,13038910,182148,222139,2264995,43.3,2223003,47,1377903,60.6,784043,70.5,1016131,1218172,30104,588,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Wisconsin,10523575,180742,230991,9434685,162040,8679619,190516,4039352,69.4,3647924,80.1,3655322,62.8,3326733,73,6162835,3911140,449600,0,327267,3648113,5457333,1972,1302835,2057561,294264,662,1302466,1729590,294045,632,N/A,69.4,N/A,80.1,59.7,3145622,69,4039352,1025235,95,954268,93.8,458396,465297,30301,274,2758629,271187,1034520,3900610,78,3549999,71,1302795,1952307,294236,661,9189311,183794,210480,4039020,73.5,3655275,66.6,1302825,2057540,294248,662,9434317,171785,191619,1806992,49.4,1781494,53.6,1228009,65.7,724847,76,774518,1007805,24597,72,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
West Virginia,3668535,204701,256079,2553241,142468,2399618,167503,1125175,62.8,1043484,72.8,996976,55.6,930444,64.9,2074155,1436680,157700,0,65019,1105026,1381546,1650,412386,525031,59104,455,411927,459067,59030,420,N/A,62.8,N/A,72.8,53.1,885306,61.8,1125175,335809,91.5,304935,83.1,155993,139253,9498,191,840158,228919,999571,1102234,70.8,981652,63,412289,509829,59085,449,2515182,161453,235489,1124773,66.2,996742,58.7,412309,524891,59087,455,2552537,150227,215908,407009,40.8,402531,43.3,302122,53.5,189266,62.1,193447,209199,4300,63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Wyoming,892465,154203,200543,701982,121291,656047,147418,328471,56.8,302888,68.1,278783,48.2,259405,58.3,453645,391420,47400,0,28292,310310,362762,618,114326,138907,25435,115,114305,119576,25411,113,N/A,56.8,N/A,68.1,44.7,239145,53.7,328471,91434,92.2,81758,82.4,41655,36204,3845,54,219447,221264,899853,320925,65.4,274061,55.8,114325,134189,25432,115,689761,140561,181868,328440,60.4,278778,51.3,114325,138905,25433,115,701947,129075,164108,107592,38.6,106546,41.1,79849,53.2,51710,63.2,50610,55437,1506,39,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
